text,emotion
kakak jd malu tau,5
agak sedih tapi gaoaoa semoga tahun depan bisa ngehype birthday jisung lagii,0
woi aku suka banget sama dia oke,2
bubur kuah kuning ternyata enak banget ya,3
art cara buat rambut seperti di karakter anime itu bagaimana ya kadang suka bingung waktu mau gambar rambutnya karena jadi jelek banget thank you tolong bantuannya ingin tapi tidak bisa,2
pasti bingung kaget wakilnya seperti biasa sedangkan gabenernya sedang kampanye mimpi nyapres ,1
akun baru sepi amat,0
kalau pap normal mau ,1
gue takut message authornya apalagi boong umur pdhl dosaan baca gituan gasi gatau si,5
 sih aku bukan siapasiapa kamu tapi aku tidak bohong kalau aku khawatir dengan keadaan kamu sekarang bolehkah kalau aku yang menghubungi kamu duluan tapi aku takut bikin kamu risih,5
mungkin setiap orang beda kali yatapi kalok aku pribadi suka banget kalok ada yang minta maaf pakek surat seperti kesannya manis banget bahkan semua temenku udah tau trik ini itu jitu banget jan lupa kasik surat sama coklat juga ya itung nyogok tapi serius  itu manis banget seperti bikin jatuh cinta,2
somehow pernah sangat tidak percaya diri karena kulitku sawo matang alias coklatt tapi terima kasih beauty industri indonesia yang support kita jadi salah satu variabel yang bikin ngerasa percaya diri dan suka banget sama warna kulit sendiri,2
sekian gue sampai detik ini masih suka feel so amazed banget sama jungwon keren banget deh pokoknya ini anak kalau gue jabarin satu satu bisa jadi manuskrip berharga yang diperebutkan seluruh dunia,3
dijalan sepi banget ni yang kerja tempat ku tok po ,1
kok suaranya aneh dan bikin merinding ya,5
topa tolol bukan berarti semua orang ikut pindah,4
dua hari yang lalu gue dibeliin kopi nah gue kan gaberani minum soalnya masih pagi takut asam lambung gue kambuh soalnya mau ada kegiatan kan terus baru sempat minum kopinya barusan dan anjirr perasaan gue tidak enak soalnya udah ngerasa agak dredeg dikit,5
nanti ya klo lagi santai ,1
jangan  kalau balikan nanti takut muncul perang dunia lagi,5
sekarang udah di remake sama authornya nder namanya ldy dan rd di ijo eng tapi ceritanya udah berubah banget sih tidak kaya cerita ptch yang dulu tapi ptch nya masih suka bnuhin orang wkwk ya masih tetap kurang sih,2
tidak seharusnya kecewa dan terluka membuatmu terpuruk tapi itu adalah indikasi bahwa ada yang harus kamu perbaiki dalam dirimu ,1
waktu awal suka banget tuh karena sering dicengi di kokomz perkara saya pasang bio leebit di rp jadi dicengin lee knw cubit bgstt padahal itu nama skzoonya lino terus lama kelamaan baper sih saya maaf baperan terus confess ternyata cubit menerima confessan aku,2
tidak ada uang soalnya gue kurang suka yaa suka sihh tapi yaa tidak banget banget gitu,0
skrg tl gue jam segini sepi dulu rame ,1
pagi ini syahdu banget dingin hujan sepi cocok buat rebahan anyway morning moots have a great weekend,3
mengeluh bukan berarti menyerah kok semangat,3
disini baru mulai tatap muka eh udah ada kabar kasusnya naik lagi ,1
bagaimana cara menonaktifkan karyawan yang mengundurkan diri dan apa saja persyaratannya ,1
gagal menjaga emosi di kata terakhir,0
 tidak biasa ini pelet sakti amat deh ,1
 paling bener pagi pagi gausah buka twitter emosi anjg,4
 kenapa saya cinta bendera merah putih saya cinta negara indonesia situ tidak suka bendera indonesia trus mau merongrong tidak mau kerja atau bagaimana kalau berani bicara sini gak usah sembunyi pengecut,4
aku mau komen tapi takut wkwk,5
saya tebak jaechan duluan yang baper sih karena seoham nya memberikan perhatian lebih gitu kek skshekehjehekehe keliatan banget jaechan nya suka open up apalagi setelah punya instagram,2
senasibb wahh ada kurang semangat yaa kak jepp jangan lupa minum air putih yang banyak have a great dayy,3
tapi kecewa banget dia gara-gara aku gak ucapin,0
iya he tapi jatuhnya kadang malah ngeganggu waktu tidurku sendiri karena dikit bangun trs tidur lagi oh iyaya ada itu bener sih kalau tidak bangun akan dibangunin aampe bangun ohh oke untung saja ,1
ngimpi koq bikin emosi org bikin laper lagi pokoke maadyaaaaang sugeng enjing bahagia weekend,4
kok om sih gugup,5
kaget banget tbtb mas crush ngucapin aaosjskajskansnsj sygnya dia pcr org gmn dong gue gabole baper,5
sedih banget ya denise tidak balik lagi ke sn,0
nah kalau ini bukan pick me girl lagi lebih ke tolol banget anjing girl,4
wkt punya ld belum pernah  iseng kenain ke aer wkwk takut,5
sedih ada orang suka kita hakhak,0
bikin emosi aja pagi,4
jaman smp aku sering banget nangis ngerasa aku orang yang paling menyedihkan punya banyak masalah semakin tambah usia aku baru sadar ternyata hidupku tidak ada apa apanya sama orang lain tidak serumit orang lain kadang suka ngakak apalagi kalau nangisin cowo,3
ge tuh heran juga ya video video keluhan seperti gini tu kan udah banyak banget apa yang suka pasang pasang beginian ini gak pernah nonton apa gak punya sosmed apa kurang pergaulan apa  bebal aja otaknya,4
suka banget sama lagu bangtan yang film out itu enak banget di telinga gue ada yang sama tidak jangan lupa streaming di semua platform musik ya termasuk yti vote for for at the,3
ini saya tidak tau harus sedih atau tertawa semangat mbarnim semoga bisa kembali lagi hubungannya,0
sama wkwkw tenang ellie aku disini menemani kamu agak bodoh dikit ,1
hahah yaallah trimakasi telah menghindarkan saya dari rasa malu perbadutan,3
mantap saja pak erick thohir ,1
terlalu cantik emak jd buzzer biasanya kusam kusut dan norak mana tidak jelas lagi,4
awalnya iseng iseng doang suka eh malah keterusan jadi sayang wkwk,2
biasa ada mau nya manis dulu dukung rakyat sudah kecapai maunya ya bagaimana gue menjelang thn lagi pemilihan lagi ya manis lagi ke pilih lagi ya bagaimana gue lagi ,1
jangan lupa bahagia ,1
betul phi deh tidak pernah merhatiin tanggalan seperti udah ganti hari tuh ya udah biasa aja tidak ada hari spesial ,1
kak bisa ke sf jg keren deh jujur takut tapi seruuuu,3
jadi gak mood buka twitter bawaannya jadi sedih,0
tidak perlu kesempurnaan untuk bisa berbahagia jika kesederhanaan mampu membuatmu menjadi bahagia ,1
enak banget kerja gak ada bos sambil dengerin lagu jeketi nikmat sekali rasanya,3
tambah ngeri aja ni,5
summit adalah konferensi untuk pengembang peneliti dan pembuat yang membangun summit akan menjadi kesempatan luar biasa untuk belajar dan terhubung dengan para pemimpin puncak di space ,1
aku suka kopi yang mmg tanpa gula atau hanya sedikit gula cuma kalau terlalu kentel berasa banget kan ampasnya ,1
halo ka ofiee aku suka bangeett sama genre au kaka yang baru semangat terus ya ngeau nya jaga kesehatan selalu dan jangan lupa baha haii woww aku seneng banget dengernya makasi yaa udah suka dan mau bacaa jangan lup fiecc,3
sedih bestie habis makan tidak disuruh minum sama moots,0
 kehilangan member aja sakit hatinya luar biasa ,1
alhamdulillah set lagi pagi ini dengan nafas ngosngossansebab kata adinda melawan si umi hrs dengan olah raga istirahat cukup dan makan enak ya kan ,1
kali ngekos kamu luar yang dulu gak enak karena kotor dan suka rebutan yang sekarang bersih dan adem ayem aja aduh pokoknya enak  yang sekarang jadii tergantung kebersihan dan sifat dari anak kosannya yaa klo enak gak enaknya wkwk,3
mau dendam biarkan saja  mereka suka dendam politik akibat kalah pilpres ,1
jangan hiasi wajah dengan sedihmu karena kamu tidak pernah tahu seseorang bahagia hanya melihat senyummu,3
jenis takut penyapu tuu ,1
tolong buat siapapun yang memang udah gabisa lagi jadi lockey karena masalah denis gpp gue mengerti tapi plis banget jangan mengajak atau bikin kompor seperti org bodoh bikin tweet dengan mengajak yang lain buat ikutan sebab yang sedih bukan hanya kamu tapi semua lockey bikin kesel aja seperti ampas makasih buat lockey yang masih bertahan,4
tidak boleh boncengan cowo cewe kalau bukan sodaraan aneh banget sih menurutku soalnya kan banyak ini cowocowo yang suka dengan baik hati nawarin boncengan soalnya ya  baik aja gitu as a friend masa gabisa sih ngomong-ngomong ini sekolah negeri ya,5
makanya anjir gue emosi kesel banget nontonnyaa,4
hebat mantap luar biasa,3
yeaa spt biasa ,1
oo pahamm agak kaget y bund,5
jika kau tidak bisa mengendalikan emosi dan pikiranmukau akan lemah minato ,1
saya  orangnya suka becanda tapi bukan berarti tidak bisa serius please be smart tidak semuanya bisa kamu candain jangan biasain bikin orang risih dengan sikap kamu jadi sekarang saya minta tolong please kamu semua uncrush saya tolong banget saya tidak nyaman sori,4
bener sih waktu itu lagi ingin nonton yang sedihsedih langsung cus nonton ini dan berakhir mewek nangis,0
g terbayang aku langsung panik,5
setan kribo ini model nya seperti si murtad saefudin ibrahim yang skrg pendeta yang selalu mendeskriditkan islamsi setan kribo klo mau murtad murtad aja sekalianjd umat islam cm bikin masalah dan nebar fitnahklo pemahaman agama islamnya dia bener gak seperti gini narasi si bangsat ini,4
kalau segini katanya gak worth it lagi apa kabar hp gue wkwk gpp ,1
ini denise ya sedih vine ent ngelepas anak semultitalenta ini tapi ya bagaimana lagi sepertinya ini jalan terbaiknya,0
kenapa loyo tuh semangat juga ya iyen jaga kesehatannya jangan lupa,3
woilah pagi pagi bikin emosi anjir,4
terkadang tidak peduli berapa banyak orang di sekitarmu kamu merasa sepi hanya karena kamu berharap dia yang kamu cinta ada di sisi karena kamu sangat menyayangi dirinya,0
kemungkinan kamu tolol temen lu jd sepuh di sma smntr adek nya udah kuliah ,1
hah kenapa suer kok pada kaget gtu,5
kalau ampe kejadian gue bikin lu malu seumur idup si liatin ae,5
bingung cari souvenir untuk acara kantor anda pakai saja tas ransel batik dari kami only rp pcshemat murah bernilai dan indonesiacall me ,1
mereka ini tidak pernah lihat orang negro apa ya rasis banget bangsat,4
kenapa aku sedih ya di godain ke chita pakai twit lom win,0
mun aku lah ni versi aku bila jadi mantan dan dapat barang dari mantanku aku mun dasar suka dan tepakai pasti ku pakai tarus aku ingat barang nya aja sih lain orang nya yang membari siapa aku kda peduli wkwk makai barang barian nya bukan berarti aku masih cinta itu kalau aku ,1
hah bodoh kali kau pantek,4
yanng begini biasa laki mokondo ,1
salah sendiri baperan tolol,4
pilihlah warna warna cerah seperti hijau biru atau pink untuk warna lantai dan tembok kamar mandi anda ,1
orang yang mata batinnya baik akan bisa menerima kenyataan sebagai fakta ia akan bahagia ,1
mama juga sering dengerin ceritacerita random gue wkwk kaya keseharian gue apapun itu suka banget kalau udah curhat sama mamaa and i love her so much,2
join direct bisa pakai nama sendiri bisa buat buka sharing wh group di line ready slot free foto arrived di unbox promo untuk wh direct cukup bayar ke saja buat bulan febapril murah worth it banget guys beneran karena benefitnya ,1
wedang jahe buatan aku enak bet,3
ini sebenarnya pak richi ada rasa sama ibel tapi takut,5
but today presentasi geo malu banget tapi legaaaa wkwkwk,3
lucu banget yeseo sayangnya gak punya tiktok ini sedih,0
aku lala yaa plis iyaa nov no suka banget aku tinggal tunggu outfitnya,2
jangan marah marah namanya juga sepak bola wasit juga manusia bisa bikin salah tapi dada dari mana ya lord,4
hai kak eka terima kasih jika tidak ada hal lain yang ingin ditanyakan jangan ragu hubungi kami ya kak apabila ada yang ingin ditanyakan salamnisa ,1
scorpio asmara jika sudah punya kekasih maka perlu kesetiaan dan perasaan cinta yang tinggi jangan suka bermain api ,1
kalau saya sih lebih suka dibujuk tapi kalau dia minta waktu yaudah kasih waktu buat dia sendiri dulu habis itu baru dibujuk ,1
tapi aku gamau sambil bilang kalau buat manas manasin mantan mending sama bestie kakak aja biar makin berasa dengan nada bercanda dianya malah marah dan aku gak sadar kalau aku udah ada di tempat nongki gengnya dia fitnah aku abisan,4
ngeri bgtt gituu di ciduk,5
sering dan sampai hari ini pun masih suka kaya gitu gak tau suka takut aja gitu apalagi klo malam beuh kadang deg degan banget mana belum bahagiain orang tua makin makin deh ketakutan,5
terimakasih banyak buat kak olaa yang buat karya sebagus ituu dan makasi buat rumi iyel yang selalu kerenn dan kadang menghiburr guaa dikala saya lagi sedih sekali lagi makasii banyakk loeve you kalian semuaa,0
pagi pagi udah emosi gara gara baca tertawa,4
baca saja tulisanku jangan baca hati dan perasaanku itu tidak penting ,1
deh tetiba kaitkn malaysia si bodoh libertard ni takde lagi genocide di malaysia spt berlaku di papua sekarang lol,4
budayakan mengeluh jangan semangat,0
tidak usah mewek udah biasa gue lihat kpop keluar masukgk usah berlebihan tidak jadi lockey lagikarna bias lu outdalam dunia kpop keluar masuk itu hal biasakalau agensi dan denise tidak sejalan beda kemauan mau apa lumau maksa denise staymau maksa vine cegah denise ttap stay tidak bisa bikin jengkeeeelll,4
semoga quarter life crisis segera berlalu yaa semangat besteh,3
tapi jujur suasana tempat makannya ky rm sunda modelan ampera dan kawannya trus aku makan beres dluan aku bilang aku mau keluar dulu eeeh ternyata si harry ngikutin wkwkkwkwkk trus aneh banget dia bilang dia suka sama aku wkwkjwjwjjw,2
paling suka sih sama line guardiannya yang terakhir kali seinget gue yang di versi thai guardiannya juga bilang gitu after all life is a merely longterm homestay itu bener bener seperti astaga mixed feelings banget saat denger itu,3
deh dekat tahun jadi kerajaan baru nak cakap tidak setuju kata tidak setuju dari awal so patutnya tidak payah lah terlibat terus bodoh,4
sama sedih brarti jodoh ,1
baru bangun kena marah tiba tiba but we should keep kiyowo,4
kena razia rok plisket padahal yang ngerazia pakai rok plisket jg kating takut kalah saing padahal gada niat nyaingin cm mencontoh,5
pagiku cerah ku market ku hijau hijau,3
mau merem sebentar menit malah jd kebawa mimpi tidak enak sedih pol belum ikhlas banget ternyata,0
aku tau ini pasti terdengar tidak nyaman tapi ya bagaimana kalau sop nya memang gitu tapi aku kalau dipanggil ibu suka kaget dan ekspresinya kelihatan gitu jadi dipanggilnya mba gpp gpp kamu harus terbiasa ,1
aku belum jadi sekolah ilmu komunikasi politik aja udah banyak banget yang tidak suka ih hinaa banget aku kayaknya,0
sedih tapi lucu tapi sedih,0
jangan khawatir boy aku juga gagal pinalti tadi kok apalagi ini cuma kompetisi tertawa hihi piala fa aja santai boy kata babang ronaldo,3
tidak berani ngucapin bahagia birthday ke cowo yang gue suka anj kalau gue pikir pikir sekarang kek dulu gue bego banget anj padahal itu kesempatan emass,5
baru kali ini gak keluar rumah beberapa hari gegara gak enak badan hari sebelumnya karena tidak punya pekerjaan,0
seneng banget pagipagi dapat kabar bagus begini syukurlah jiminnya army sudah sembuh sehat selalu jimin,3
jangan selalu katakan masih ada waktu atau nanti saja lakukan segera gunakan waktumu dengan bijak ,1
alhamdulilah jimin akhirnya negatif juga ya sayang seneng banget dapat kabar baik dipagi hari huhu sehatsehat be,3
ngopi pisgor pagi begini enak kali yaa,3
puji tuhan ku bahagia banget rasanya dapat kabar jimin udah sembuh,3
seneng mereka nikmatin banget waktu mereka di amerika ngelakuin yang mereka suka kerja sambil liburan banget ya vibenya,2
gue suka banget dari apa yaa sampai sekarang tapi gatau terkenal apa engga soalnya dulu clueless soal perfandoman dan cuma nontonin di youtube aja mungkin lagunya terkenal banget karena ada di pump it up,2
itu tukang sate bego amat yaa kenapa  masa bara api dikipasin sampai mampus jg gak akan dingin,4
anjing gue lagi sedih baca ini malah gajadi sedih,0
di tengah ruang yang hening suara aku mungkin terlalu bising untuk telingamu yang terlalu suka pada sunyi ya walau di kepalamu tetap saja berisik ,1
dia diam diam benci saya tapi dia cerita ke orang orang yang benci ke dia dari orang yang dia kenal kira kira orang lah yang benci sama dia,4
pangeran kodok sama siapa ya dulu ya allah dulu suka banget sama ni sinetron,2
daripada kecewa mending kecewe ,1
non fan tapi ikutan sedih baca sudat denise,0
dulu di medsos saya baca banyak yang komen psi itu dipelesetkan dng kepanjangan partai sampah indonesiadan saya sangat sedih mendengarnyatapi sekarang saya baru mulai mempercayai akan hal ituterlebih sekarang setelah mengetahui kwalitas pimpinannya spt ini,0
mau nangis yedam sunu i did it bener tidak nyangka sama sekali dapat hasil segini karena memang uas kemarin hopeless banget takut tidak sesuai harapan dan bikin orangtua kecewa,0
bego ya begi diba astaga,4
aku sedih pih he mau nangis,0
normal lah tu aku kena reject ,1
suka banget banget sama,2
untuk minato jangan terlihat begitu sedih minato aku bahagia kebahagiaan itu karena kau mencintaiku ,1
sedih banget liatnyaa jd ikutan nangis,0
prioritas utama gue skrg kazuha sih mana dia kgk ada kabar ,1
lawan bocil aja takut apalagi melawan restu orang tua,5
ngp y klo pc udah sold tbtb banyak yang message nanyain masj ada apa tidak kenapa saat udah sold bamyak yang cariirurigkekf marah,4
jangan begitu nmbh sedih ini,0
tikung dia di sepertiga malam sebut nama dia waktu solat hajad chat an bahas apa aja terutama tugas gue pribadi tidak suka terlalu clingy biasa aja ges tapi klo dia udah mulai senang bahas sesuatu nah disitu lu boleh berlebihan ,1
tentu saja tidaak wkwk ,1
that takut ngebungkus tho,5
gue masih senyum tidak jelas gara-gara jungwon wonyoung kemarin lucu banget gue marah,3
wkwkwk takut banget digigit lagi,5
benda normal nk malu apa ,1
makasih buat kamu yang selalu ada di saat senang dan sedih seneng rasanya ada yang temenin,3
gud morning selamat pagi ceria sehat selalu,3
kalau sabtu jalanan sepi ,1
semangat y yang lain ueueu,3
dia pasti ngerasa bersalah banget sama sone dasar agensi bangsat,4
kejer panik takut kebakaran dormnya,5
pasti akan gemes karena tristan bisa gemes sendirii punya pacar yang suka dimanja he will take care of you gently and very well tristan akan membuatnya nyaman dan akan dijaga dengan baik tristan juga orangnya mengayomii yuk cek carrdnya dibawah untuk informasi,2
ngulang dr tapi kamu tryhard yang chamber aja nya santai tapi harus clear aja yang penting ,1
cape banget bacain opini org tolol,4
gaiss boleh saranin aku micellar water untuk skintype normal to dry yang sensitif sama kandungan fragrance tidak terima kasih ,1
mau lihat air terjun kah mas wilayah geiranger agak sepi karena penduduknya masih jarang tapi justru bagus untuk orangorang yang suka di tempat yang senyap sayang sekali kemarin tidak sempat berkunjung kesana,2
anak penguasa yachh siapa berani ngelawan kpk saja melempem polri dan kejaksaan bisa dicopot klau ngurusi org ini ,1
ledik jancuukk tai anjingg setann tolol babi monyett,4
tapi meningkat banget hasilnya bagaimana kalau ditanyain trus kamu pikir dosen cuma akan lihat dan jadi laporan evaluasi kita jadi bungkus gorengan ya akan ditanyain lah bambang bikin naik emosi pagi,4
aaasenang banget baru bangun udah dapat kabar baikk,3
sampai gapaham apa salah aespa ke bts sampai fans bts alias army suka banget ngehate aespa seperti yaampun fandom idol umur tahun lebih hobi banget ngrusuh fandom idol yang baru umur setahun kenapa ya army ini toxic banget terutama westernnon asian army asli sih rese banget,4
emm hampir setiap waktu gitu sampai panik,5
kaget kirain ada yang baru lagi,5
pertama kali aku tau exo tuh aku suka banget lihat suho tidak ada uang jamet sama sekali  lain ya orang kaya,2
ngeri banget semoga tidak kenapa kenapa,5
hooh kamu suka banget kan yaa,2
keluarga gregory diberkati dengan anak yang luar biasa samidare adalah anak yang cepat tanggap dalam pelajaran sihir membuat kedua orang tuanya berharap terlalu besar agar anaknya kelak akan menjadi penyihir hebat ,1
sakit perutnya luar biasa bikin meringis ,1
sudah dikejutkan tampa di bangunin lagi kamar sudah sepi dan berangkat ke masjid sholikhah semunya anak ada perkembangan ni ,1
bulubulu mereka jadi tempat penampung tangis dan air mata tertawa bener bangett walaupun tidak mudah perjuangannya buat bikin mereka hidup tetap sehat dan bahagia sampai akhir its all worth it very much to be able to provide them with happiness padahal sebelumnya tidak seperti itu ,1
info warung babi enak malang ,1
mau tanya kalian lebih suka bawa kalau di au tuh yang seumuran si bright lebih tua jd manggil kakak gitu bimbang banget,5
di ft galak banget diteriakin sm kating di sini saking baiknya sblm mulai apa ditanya dulu apa kabar semalem tidur jam brp sm katingnya ,1
udah puas banget itu makan seblak,3
sedih yang bisa disuruh masak indomie berkurang satu,0
walah konangan para tdk normal ,1
bener banget gue exol dari jaman overdose saat orang tau gue exol pada bingung gitu kok gue masih suka sama mereka padahal mereka udah tidak terkenal dan udah tua ingin banget gue sumpel mulutnya pakai kaos kaki gue tidak jawab karena takutnya jadi ribut langsung gue tinggal aja,4
katapat sekali lagi melakukan kesilapan yang sama hampir saja terciduk tidak tahu mengapakah ini terjadi buat diriku ,1
balas dendam terbaik adalah dengan cara menjadikan dirimu lebih baik ,1
huhu sedih banget mana lagi on,0
gausah kaget kalau tiba gue jadi benci sama sodara gue dasar orang gatau diri benalu kacang lupa kulit bajingan sama sodara sendiri,4
wajar darimana warnet rebuan lu tidak ngerti skill basic komputer kaya office  kelewatan gublugnya di sma masih biasa aja kuliah awto terseleksi alam ,1
pagi kok udah emosi,4
sedih banget tidak sii,0
giliran sgala hal yang berbau islam dikebiridpojokkan dg alih omikron srius yang muslim kaga marahimannya turun atau emnx pura muslim,4
sedih tapi masih pagi,0
bodoh itu  xixi,3
 dasar nya pada tolol semua yang komen begitu,4
jangan apa kebanyakan diumbar melulu kalau gajadi malu gila,5
halah mengaku aja na gak usah malumalu dasar munafik,4
awali harimu dengan mendoakan seluruh keluargamu dan hidupmu agar bisa melalui hari ini dengan bahagia ,1
dulu di sekolah  banyak banget yang tidak suka sama aku sih ditambah aku juga tidak cantik,0
kalau aku dari awal udah suka banget sama konsep aespa makanya saat org banyak yang seperti apaan sih konsepnya bikin takut dsb aku malah seneng banget dan nungguin banget aespa akan kaya apa di masa yang akan datang,2
tidak nunggu lebaran pakminggu bsk sdh mgatur org kerjakeluar rumah dan ngatur shaft masjid lagi diusik terus dibuat tidak adil terus umat islam selain penyabar jg bisa marah jangan ditanya gmn kalau sdh marah,4
iyakrna malu tidak sih pasti jawabnya lagi rebahan terus ,1
ah gak ngerti ama aturan kerumunan kena sanksi ada yang cuman denda rb ada yang kena jt ada yang jt plus penjara bulanah sudahlah capek ama yang beginian maafkan saya yang bodoh dan dungu ini,0
susah banget lihat orang lain bahagia sih dasar para pelakor,4
sjshhd yaampun iya pantesan ih bego banget aku,4
hahaha siap somi semoga tahun ini somi udah gak sedih sedih lagi ya tinggal bahagianya aja nanti teteplah kita menjadi badut,3
di tempatku gerimis kalau di pipimu tangis,0
allah kalau memberikan surprise suka banyak banget jd terkejutt bahagia haha,3
makanya g fanatik sama politisi saudara laki-laki hingga sy yang menilai obyektifdikira benci sy rakyat biasa brojd politisi atau pendukung politisi yang cuma mentingin pribadigolongannya saja ,1
bingung mau ngtik apa but aku suka banget sama au nya pokoknya mesti sering update dan semangat yaa terima kasihh doain aja semoga aku sanggup sampai end,3
ya karenaaku tidak suka cinta cintaan ,1
halo salam kenaal glody yang tag kamu di fcv aku pfp kamu chaehyun aku suka banget chaehyun dari gp karena dia mantan sm trainee juga kamu ngerp jadi dia kaah,2
suka banget ya dikasarin giliran ditampol beneran nangess dasar orang tidak jelas,4
ingin blink selca day tapi malu,5
semalem deh keburu tidur pagi nangis banget kagett denise udah ngonfirm dia keluar demi apapun sedih banget aa tapi semoga jalan pilihan denise baik bagi diaa dan dia bahagia sukses teruss denisee tapi aslii kenangan saya ngestan sn jaman ada denise keinget terus jadi kangen,0
lah ngapa jadi bawa sby saudara laki-laki pada hakikatnya sah saja apabila ada orang yang muji maupun benci asal alasannya konkret dan tdk munafik bicara apa ngasi gambar apa jaka sembung bawa kembang tidak nyambung sayang,4
tlong jangan bikin emosi pagipagi aku lagi puasa,4
halo haloo jihan disini mau kasih sedikit reminder yajangan lupa bersyukur atas nikmat pagi ini jangan lupa sarapan minum yang banyak jangan sampai jatuh sakit ya mandi pagi biar segerr jangan nangis nangis ya semoga bahagia selalu ure magical love,3
moj yukks boleh offr sesuai budgt saja ,1
kalau dia nulis cerita suka banget deskripsiin keindahan fisik ceritanya sampai lupa detail alurnya sendiri how cute sampai kadang ada yang diem diem bilang tulisannya terlalu rapi jadi agak bosenin,2
luffy selain bodoh kau juga pengecut aku tidak menyukaimu,4
jangan biarkan mimpimu terkubur perlahan oleh waktu lakukan yang kamu impikan hidup terlalu berharga melakukan sesuatu yang biasa gigitch ,1
mungkin lain kali dia bisa menyatakannya secara jelas walau begini dia cukup senang semuanya tenang sampai matanya bertemu dengan mata inupi yang baru saja datang inupi terlihat marah dan kesal dari tatapannya saja draken sudah tahu ia berdehem kecil namun draken ,1
cayy jangan lupaa makan siang yaa jangan malumalu untuk jbjb,5
kalau bocah teriak teriak kasih bukti aja biar diem saya gak suka kedamaian,4
done all the rules thanks for the tidak aku ijin ikutan yaa wish nya ada di foto takut kepanjangan bahagia birthday cutest maknanya i love you,2
imam albarbahari rahimahullah jika engkau melihat seseorang duduk bersama ahli bidaah ingatkan dan beri tahu dia jika ia masih saja duduk bersama ahli bidaah setelah mengetahuinya jauhilah dia karena sesungguhnya dia adalah pengikut hawa nafsu syarhus sunnah ,1
halah tahi pagi dibuat emosi aku support system support system tatai anjingan,4
ada ya orang jumat baru keluar rumah sakit sore nya tiba jatoh jadinya sedih terus sampai sekarang tapi sabtu paginya udah disuruh kekampus sampai malam alamat masuk rumah sakit lagi ini ,0
masih dongg wkkwkwtar klo tidak semangat tidak bisa bucinin bebep aku,3
good morning sender saya avail buat hari ini untuk provide nsfw saya bisa dalam bentuk imagine ataupun yang dirty talk frontal atau non frontal bisa tipe saya itu cenderung suka bawel dan paling suka pampering sweet banget sama pasangaan dan suka kasih pukis ke kamu nanti,2
serius takut salah info,5
semoga saja orang yang dzolim ke aku dapat balasan yang stimpal oleh allah swt amin ,1
hadeeh kadang gue bingung banget yah sama cewe suka update kalau dia jadi selingkuhan gini tuh ceritanya merasa cantik banget apa bagaimana sih jahat tauu beginii udah jahat diumbar jahatnya gue aja yang cewek ilfeel liatnya huftt,4
tidak suka banget kalau didominasikan yaudh jangan di saya klu saya ya kesetaraan,2
ingin banget punya jaket varsity eh taunya dikasih jaket keren alhamdulillah rezeki anak sholeh,3
entah harus bersyukur karena dikasi tips atau emosi karena secara tidak langsung tertampar kenyataan,4
aku suka begadang aku suka kopi aku suka malam tapi kesukaan terbesarku itu kamu,2
debut tahun boa sebut pertama kali lakukan hal ini bareng member got the beat bikin karina aespa dan taeyeon snsd kaget ,1
anak muda kudu semangat jangan letoy,3
ya allah turut sedih juga soalnya dia temen monday,0
udah biasa kalah dan tersakiti,0
kenapa pusing dari dichat biasa aja ujungnya kapan ya ketemu jodoh gue ya iyaa si lu thun tahun inii ya allah semoga gue dijauhkan dari sikap mbamba ngerengek soal jodoh desperate ingin nikah dan ngebettss minta dinikahin ,1
nonton film kak kalau belum pernah nonton miracle in cell no bole coba sama dengerin podcast yang sedih gituu kak ,1
jangan marah yq osah,5
lucu banget kuenya bentuk chikin hidup amen makasih banyak lis kamu juga ya sukses terus karirnya waduh dikasih salonpas tau aja aku suka encok kalau dance huft makasih banyak lisa,2
serius gue kangen banget wkwkw sampai nangis kadang kepikiran tapi sekarang gue lagi benci banget sama tuh agensi sadar tidak si kalau lu diem aja ini idol lu yang kena imbasnya percuma diem buat redain masalah pastinya di sepanjang karir jake ini masalah akan di ungkit,4
jaman dulu aku naksir seseorang masih kasih usaha buat deketin walaupun gak ingin confess apalagi jadi pacar dulu seneng banget bisa intens sms an dg dia sekarang  boroboro adulting makes me focus on myself kalopun suka seseorang yaudah suka aja gitu tok ,1
ingin cuddle tapi malu aku karena takut klo tidur ngorok,5
iyoo daa kawannyo pon banyak nan malu daa caliak ke norakannya ,1
ketika lu punya pacar tapi tbtb ada seseorang yang lu suka lu jadi crush tapi lu tidak bisa apa apa karena gak mau selingkuh tapi ngerasa kalau perasaan lu gabisa diboongin berusaha hapus perasaan tapi malah tidak tertahan mau lapor ayang takut malah dibuang,5
dulu tiap ngerasa tidak nyaman sedih takut kesel selalu mencari pengkaburan,0
soonyoung aku takut sama jihoon hiks,5
hah paling benci  hal begitu,4
becek dikit enak kok,3
enak kalau masak telor ceplok margarin yang masih nyisa ditaruh di nasi behh,3
media official tv nasional kok ikutan ng goreng eh maklum kan udah sepi jadi ikutan bergosip ,1
rata milih unpad keperawatan cih wkwk terlalu nekat habis klo milih jurusan yang sepi peminat takut salah jurusan gpp lah cb aja msh ada pmdp poltekkes semoga sy lolos pmdp poltekkes kep bogor keb bogor aamin ,1
cok pagi pagi dibuat emosi,4
masih pagi jadi harus semangat dong,3
